CKP	03/31/2015 	10.82
CKP	03/30/2015 	10.86
CKP	03/27/2015 	10.70
CKP	03/26/2015 	10.70
CKP	03/25/2015 	10.68
CKP	03/24/2015 	10.75
CKP	03/23/2015 	10.50
CKP	03/20/2015 	10.72
CKP	03/19/2015 	10.55
CKP	03/18/2015 	10.42
CKP	03/17/2015 	10.88
CKP	03/16/2015 	10.87
CKP	03/13/2015 	10.89
CKP	03/12/2015 	10.99
CKP	03/11/2015 	10.76
CKP	03/10/2015 	10.77
CKP	03/09/2015 	11.13
CKP	03/06/2015 	11.37
CKP	03/05/2015 	13.43
CKP	03/04/2015 	13.17
CKP	03/03/2015 	13.45
CKP	03/02/2015 	13.49
CKP	02/27/2015 	13.50
CKP	02/26/2015 	13.44
CKP	02/25/2015 	13.56
CKP	02/24/2015 	13.58
CKP	02/23/2015 	13.35
CKP	02/20/2015 	13.51
CKP	02/19/2015 	13.57
CKP	02/18/2015 	13.55
CKP	02/17/2015 	13.47
CKP	02/13/2015 	13.73
CKP	02/12/2015 	13.75
CKP	02/11/2015 	13.60
CKP	02/10/2015 	13.61
CKP	02/09/2015 	13.71
CKP	02/06/2015 	13.70
CKP	02/05/2015 	13.71
CKP	02/04/2015 	13.64
CKP	02/03/2015 	13.55
CKP	02/02/2015 	13.13
CKP	01/30/2015 	12.96
CKP	01/29/2015 	13.49
CKP	01/28/2015 	13.32
CKP	01/27/2015 	13.46
CKP	01/26/2015 	13.59
CKP	01/23/2015 	13.44
CKP	01/22/2015 	13.44
CKP	01/21/2015 	12.88
CKP	01/20/2015 	13.46
CKP	01/16/2015 	13.78
CKP	01/15/2015 	13.42
CKP	01/14/2015 	13.69
CKP	01/13/2015 	13.75
CKP	01/12/2015 	13.47
CKP	01/09/2015 	13.56
CKP	01/08/2015 	13.32
CKP	01/07/2015 	13.21
CKP	01/06/2015 	13.13
CKP	01/05/2015 	13.29
CKP	01/02/2015 	13.61
CKP	12/31/2014 	13.73
CKP	12/30/2014 	13.77
CKP	12/29/2014 	13.92
CKP	12/26/2014 	14.03
CKP	12/24/2014 	13.71
CKP	12/23/2014 	13.71
CKP	12/22/2014 	13.77
CKP	12/19/2014 	13.49
CKP	12/18/2014 	13.50
CKP	12/17/2014 	13.11
CKP	12/16/2014 	13.07
CKP	12/15/2014 	13.15
CKP	12/12/2014 	13.46
CKP	12/11/2014 	13.66
CKP	12/10/2014 	13.29
CKP	12/09/2014 	13.84
CKP	12/08/2014 	13.39
CKP	12/05/2014 	13.48
CKP	12/04/2014 	13.24
CKP	12/03/2014 	13.22
CKP	12/02/2014 	13.18
CKP	12/01/2014 	13.03
CKP	11/28/2014 	12.76
CKP	11/26/2014 	12.91
CKP	11/25/2014 	13.21
CKP	11/24/2014 	13.14
CKP	11/21/2014 	12.87
CKP	11/20/2014 	13.01
CKP	11/19/2014 	12.63
CKP	11/18/2014 	12.93
CKP	11/17/2014 	12.55
CKP	11/14/2014 	12.70
CKP	11/13/2014 	12.84
CKP	11/12/2014 	13.19
CKP	11/11/2014 	13.13
CKP	11/10/2014 	12.86
CKP	11/07/2014 	12.66
CKP	11/06/2014 	12.80
CKP	11/05/2014 	12.90
CKP	11/04/2014 	12.70
CKP	11/03/2014 	12.96
CKP	10/31/2014 	13.26
CKP	10/30/2014 	13.24
CKP	10/29/2014 	13.10
CKP	10/28/2014 	13.20
CKP	10/27/2014 	12.66
CKP	10/24/2014 	12.50
CKP	10/23/2014 	12.61
CKP	10/22/2014 	12.15
CKP	10/21/2014 	12.49
CKP	10/20/2014 	12.06
CKP	10/17/2014 	11.98
CKP	10/16/2014 	12.33
CKP	10/15/2014 	12.08
CKP	10/14/2014 	12.00
CKP	10/13/2014 	11.89
CKP	10/10/2014 	11.79
CKP	10/09/2014 	12.08
CKP	10/08/2014 	12.51
CKP	10/07/2014 	12.15
CKP	10/06/2014 	12.46
CKP	10/03/2014 	12.49
CKP	10/02/2014 	12.35
CKP	10/01/2014 	12.22
CKP	09/30/2014 	12.23
CKP	09/29/2014 	12.30
CKP	09/26/2014 	12.48
CKP	09/25/2014 	12.30
CKP	09/24/2014 	12.58
CKP	09/23/2014 	12.59
CKP	09/22/2014 	12.78
CKP	09/19/2014 	13.03
CKP	09/18/2014 	13.40
CKP	09/17/2014 	13.24
CKP	09/16/2014 	13.20
CKP	09/15/2014 	13.25
CKP	09/12/2014 	13.47
CKP	09/11/2014 	13.48
CKP	09/10/2014 	13.34
CKP	09/09/2014 	13.20
CKP	09/08/2014 	13.56
CKP	09/05/2014 	13.52
CKP	09/04/2014 	13.57
CKP	09/03/2014 	13.72
CKP	09/02/2014 	13.69
CKP	08/29/2014 	13.85
CKP	08/28/2014 	13.58
CKP	08/27/2014 	13.55
CKP	08/26/2014 	13.63
CKP	08/25/2014 	13.41
CKP	08/22/2014 	13.51
CKP	08/21/2014 	13.73
CKP	08/20/2014 	13.57
CKP	08/19/2014 	13.85
CKP	08/18/2014 	13.88
CKP	08/15/2014 	13.57
CKP	08/14/2014 	13.57
CKP	08/13/2014 	13.46
CKP	08/12/2014 	13.49
CKP	08/11/2014 	13.76
CKP	08/08/2014 	13.62
CKP	08/07/2014 	13.56
CKP	08/06/2014 	14.05
CKP	08/05/2014 	13.36
CKP	08/04/2014 	12.17
CKP	08/01/2014 	12.18
CKP	07/31/2014 	12.24
CKP	07/30/2014 	12.58
CKP	07/29/2014 	12.54
CKP	07/28/2014 	12.51
CKP	07/25/2014 	12.71
CKP	07/24/2014 	12.86
CKP	07/23/2014 	12.87
CKP	07/22/2014 	12.95
CKP	07/21/2014 	12.91
CKP	07/18/2014 	12.99
CKP	07/17/2014 	12.87
CKP	07/16/2014 	13.02
CKP	07/15/2014 	13.03
CKP	07/14/2014 	13.05
CKP	07/11/2014 	13.00
CKP	07/10/2014 	13.13
CKP	07/09/2014 	13.25
CKP	07/08/2014 	13.29
CKP	07/07/2014 	13.73
CKP	07/03/2014 	14.23
CKP	07/02/2014 	14.01
CKP	07/01/2014 	14.16
CKP	06/30/2014 	13.99
CKP	06/27/2014 	13.97
CKP	06/26/2014 	13.98
CKP	06/25/2014 	14.08
CKP	06/24/2014 	14.27
CKP	06/23/2014 	14.32
CKP	06/20/2014 	14.32
CKP	06/19/2014 	14.27
CKP	06/18/2014 	14.39
CKP	06/17/2014 	14.27
CKP	06/16/2014 	14.03
CKP	06/13/2014 	14.10
CKP	06/12/2014 	14.16
CKP	06/11/2014 	14.16
CKP	06/10/2014 	14.20
CKP	06/09/2014 	14.04
CKP	06/06/2014 	13.81
CKP	06/05/2014 	13.49
CKP	06/04/2014 	12.98
CKP	06/03/2014 	12.74
CKP	06/02/2014 	12.79
CKP	05/30/2014 	13.00
CKP	05/29/2014 	12.92
CKP	05/28/2014 	12.96
CKP	05/27/2014 	12.93
CKP	05/23/2014 	12.43
CKP	05/22/2014 	12.10
CKP	05/21/2014 	12.04
CKP	05/20/2014 	12.16
CKP	05/19/2014 	12.56
CKP	05/16/2014 	12.39
CKP	05/15/2014 	12.41
CKP	05/14/2014 	12.53
CKP	05/13/2014 	13.25
CKP	05/12/2014 	13.41
CKP	05/09/2014 	12.64
CKP	05/08/2014 	12.43
CKP	05/07/2014 	12.81
CKP	05/06/2014 	13.16
CKP	05/05/2014 	12.26
CKP	05/02/2014 	12.40
CKP	05/01/2014 	12.50
CKP	04/30/2014 	12.77
CKP	04/29/2014 	12.91
CKP	04/28/2014 	12.89
CKP	04/25/2014 	12.50
CKP	04/24/2014 	12.84
CKP	04/23/2014 	12.75
CKP	04/22/2014 	12.81
CKP	04/21/2014 	12.59
CKP	04/17/2014 	12.41
