SWKS	03/31/2015 	98.29
SWKS	03/30/2015 	100.13
SWKS	03/27/2015 	98.83
SWKS	03/26/2015 	93.04
SWKS	03/25/2015 	95.57
SWKS	03/24/2015 	101.46
SWKS	03/23/2015 	101.76
SWKS	03/20/2015 	102.05
SWKS	03/19/2015 	99.57
SWKS	03/18/2015 	97.12
SWKS	03/17/2015 	97.31
SWKS	03/16/2015 	96.78
SWKS	03/13/2015 	92.92
SWKS	03/12/2015 	92.86
SWKS	03/11/2015 	92.20
SWKS	03/10/2015 	91.20
SWKS	03/09/2015 	92.12
SWKS	03/06/2015 	90.75
SWKS	03/05/2015 	91.55
SWKS	03/04/2015 	90.16
SWKS	03/03/2015 	88.74
SWKS	03/02/2015 	91.13
SWKS	02/27/2015 	87.75
SWKS	02/26/2015 	88.58
SWKS	02/25/2015 	87.73
SWKS	02/24/2015 	88.18
SWKS	02/23/2015 	86.01
SWKS	02/20/2015 	84.30
SWKS	02/19/2015 	83.06
SWKS	02/18/2015 	82.56
SWKS	02/17/2015 	82.74
SWKS	02/13/2015 	81.85
SWKS	02/12/2015 	82.42
SWKS	02/11/2015 	82.36
SWKS	02/10/2015 	81.64
SWKS	02/09/2015 	79.08
SWKS	02/06/2015 	81.44
SWKS	02/05/2015 	81.40
SWKS	02/04/2015 	82.30
SWKS	02/03/2015 	82.27
SWKS	02/02/2015 	82.02
SWKS	01/30/2015 	83.05
SWKS	01/29/2015 	84.19
SWKS	01/28/2015 	81.83
SWKS	01/27/2015 	81.52
SWKS	01/26/2015 	82.48
SWKS	01/23/2015 	80.86
SWKS	01/22/2015 	79.33
SWKS	01/21/2015 	77.30
SWKS	01/20/2015 	75.56
SWKS	01/16/2015 	73.85
SWKS	01/15/2015 	71.33
SWKS	01/14/2015 	71.60
SWKS	01/13/2015 	72.84
SWKS	01/12/2015 	72.32
SWKS	01/09/2015 	74.08
SWKS	01/08/2015 	74.20
SWKS	01/07/2015 	70.98
SWKS	01/06/2015 	69.83
SWKS	01/05/2015 	72.13
SWKS	01/02/2015 	73.32
SWKS	12/31/2014 	72.71
SWKS	12/30/2014 	72.86
SWKS	12/29/2014 	73.17
SWKS	12/26/2014 	74.49
SWKS	12/24/2014 	74.32
SWKS	12/23/2014 	73.40
SWKS	12/22/2014 	74.42
SWKS	12/19/2014 	72.70
SWKS	12/18/2014 	73.19
SWKS	12/17/2014 	70.82
SWKS	12/16/2014 	68.12
SWKS	12/15/2014 	68.51
SWKS	12/12/2014 	69.10
SWKS	12/11/2014 	70.08
SWKS	12/10/2014 	68.52
SWKS	12/09/2014 	69.22
SWKS	12/08/2014 	69.15
SWKS	12/05/2014 	70.36
SWKS	12/04/2014 	69.75
SWKS	12/03/2014 	66.67
SWKS	12/02/2014 	65.80
SWKS	12/01/2014 	65.77
SWKS	11/28/2014 	67.47
SWKS	11/26/2014 	67.90
SWKS	11/25/2014 	65.47
SWKS	11/24/2014 	65.73
SWKS	11/21/2014 	64.36
SWKS	11/20/2014 	64.66
SWKS	11/19/2014 	63.81
